PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Inhibition_Primary at 6 uM
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,%Inhibition in the primary screen at 6 micromolar test compound concentration; relative to Rhok2 in the presence of 13 micromolar Y-27632.
RESULT_UNIT,,,,,,,NONE
12969,858057,659413,Inactive,0,,,-7.3
12970,858058,659414,Inactive,1,,,2.3
12971,858059,659415,Inactive,2,,,3.5
12972,858060,659416,Inactive,0,,,-0.4
12973,858061,659417,Inactive,6,,,11.2
12974,858062,659418,Inactive,2,,,3.9
12975,858063,659419,Inactive,0,,,-5.7
12976,858064,659420,Inactive,0,,,-0.1
12977,858065,659421,Inactive,2,,,4.8
12978,858066,659422,Inactive,0,,,-1.1
12979,858067,659423,Inactive,0,,,-1
12980,858068,659424,Inactive,1,,,3.2
12981,858069,659425,Inactive,1,,,3.1
12982,858070,5610,Inactive,2,,,4.3
12983,858071,659426,Inactive,4,,,6.9
12984,858072,659427,Inactive,2,,,4.4
12985,858073,659428,Inactive,1,,,3.1
12986,858074,659429,Inactive,2,,,4.3
12987,858075,659430,Inactive,0,,,0.3
12988,858076,659431,Inactive,0,,,-5.7
12989,858077,659432,Inactive,5,,,9.3
12990,858078,659433,Inactive,4,,,8.1
12991,858079,659434,Inactive,0,,,-9.3
12992,858080,659435,Inactive,2,,,4.2
12993,858081,659436,Inactive,3,,,5.6
12994,858082,659437,Inactive,3,,,6
12995,858083,659438,Inactive,0,,,1.4
12996,858084,659439,Inactive,0,,,-9.2
12997,858085,9568653,Inactive,2,,,3.7
12998,858086,659441,Inactive,0,,,-0.5
12999,858087,659442,Inactive,2,,,4.3
13000,858088,659443,Inactive,1,,,3.3
13001,858089,659444,Inactive,1,,,3.2
13002,858090,659445,Inactive,0,,,-3.7
13003,858091,659446,Inactive,5,,,9
13004,858092,659447,Inactive,0,,,-5.6
13005,858093,761429,Inactive,2,,,3.5
13006,858094,659449,Inactive,0,,,-10.2
13007,858095,659450,Inactive,5,,,8.9
13008,858096,5389130,Inactive,3,,,6.6
13009,858097,659452,Inactive,2,,,4.9
13010,858098,659453,Inactive,0,,,-23.1
13011,858099,659454,Inactive,3,,,6.3
13012,858100,659455,Inactive,0,,,-0.6
13013,858101,659456,Inactive,0,,,-0.9
13014,858102,659457,Inactive,1,,,2.7
13015,858103,6602704,Inactive,2,,,3.4
13016,858104,54695774,Inactive,2,,,3.7
13017,858105,659460,Inactive,2,,,3.5
13018,858106,659461,Inactive,2,,,4.9
13019,858107,659462,Inactive,0,,,1.5
13020,858108,659463,Inactive,0,,,-7.8
13021,858109,2881295,Inactive,5,,,8.8
13022,858110,659465,Inactive,0,,,-13.4
13023,858111,659466,Inactive,1,,,2.4
13024,858112,659467,Inactive,1,,,3
13025,858113,659468,Inactive,0,,,-0.2
13026,858114,659469,Inactive,2,,,4.4
13027,858115,659470,Inactive,3,,,6.5
13028,858116,659471,Inactive,2,,,4.5
13029,858117,659472,Inactive,0,,,-10.9
13030,858118,5389131,Inactive,8,,,13.8
13031,858119,659474,Inactive,0,,,0.5
13032,858120,659475,Inactive,0,,,-2.2
13033,858121,659476,Inactive,4,,,8.2
13034,858122,659477,Inactive,2,,,4
13035,858123,659478,Inactive,0,,,-6.2
13036,858124,659479,Inactive,1,,,3.2
13037,858125,659480,Inactive,1,,,2.2
13038,858126,659481,Inactive,9,,,15.9
13039,858127,659482,Inactive,0,,,0.7
13040,858128,54678420,Inactive,0,,,-2.7
13041,858129,659484,Inactive,2,,,4.1
13042,858130,659485,Inactive,1,,,1.7
13043,858131,659486,Inactive,7,,,12.9
13044,858132,659487,Inactive,0,,,-8.7
13045,858133,6602719,Inactive,3,,,6.6
13046,858134,6603017,Inactive,1,,,3.3
13047,858135,5389132,Inactive,0,,,-7
13048,858136,659493,Inactive,1,,,2.8
13049,858137,659494,Inactive,0,,,-1.1
13050,858138,659495,Inactive,0,,,-1.6
13051,858139,659496,Inactive,0,,,0.9
13052,858140,5292324,Inactive,0,,,-4.8
13053,858141,659498,Inactive,0,,,-1.3
13054,858142,659499,Inactive,0,,,-1.9
13055,858143,659500,Inactive,2,,,4.6
13056,858144,659501,Inactive,1,,,1.8
13057,858145,659502,Inactive,0,,,-6.9
13058,858146,5389133,Inactive,4,,,7.2
13059,858147,659503,Inactive,0,,,0.3
13060,858148,565205,Inactive,2,,,5
13061,858149,659504,Inactive,2,,,4.3
13062,858150,659505,Inactive,0,,,-9.1
13063,858151,659506,Inactive,0,,,1.1
13064,858152,659507,Inactive,0,,,1.2
13065,858153,659508,Inactive,0,,,-15.1
13066,858154,535852,Inactive,0,,,-8.4
13067,858155,659509,Inactive,0,,,0.4
13068,858156,659510,Inactive,0,,,-3.8
13069,858157,659511,Inactive,0,,,1
13070,858158,659512,Inactive,0,,,-2
13071,858159,659513,Inactive,0,,,-9.6
13072,858160,5389134,Inactive,7,,,12.8
13073,858161,659514,Inactive,3,,,5.3
13074,858162,659515,Inactive,0,,,1.2
13075,858163,5389135,Inactive,2,,,3.8
13076,858164,659516,Inactive,3,,,6.1
13077,858165,659517,Inactive,0,,,0.5
13078,858166,6885082,Inactive,1,,,3.3
13079,858167,659519,Inactive,3,,,6.2
13080,858168,659520,Inactive,2,,,4.4
13081,858169,659521,Inactive,0,,,-3.8
13082,858170,659522,Inactive,10,,,17.6
13083,858171,659523,Inactive,1,,,1.9
13084,858173,659525,Inactive,3,,,6.1
13085,858174,659526,Inactive,3,,,5.8
13086,858175,659527,Inactive,8,,,15.2
13087,858176,659528,Inactive,1,,,2.7
13088,858177,659529,Inactive,0,,,-7.1
13089,858178,659530,Inactive,0,,,-0.8
13090,858179,659531,Inactive,4,,,7.4
13091,858180,659532,Inactive,1,,,2.7
13092,858181,659533,Inactive,1,,,1.8
13093,858182,659534,Inactive,0,,,0.3
13094,858183,659535,Inactive,0,,,-0.8
13095,858184,659536,Inactive,0,,,1.2
13096,858185,659537,Inactive,3,,,5.8
13097,858186,659538,Inactive,1,,,2.7
13098,858187,659539,Inactive,3,,,6
13099,858188,659540,Inactive,1,,,1.9
13100,858189,9568654,Inactive,5,,,10
13101,858190,659542,Inactive,1,,,2.7
13102,858191,659543,Inactive,0,,,1.3
13103,858192,659544,Inactive,0,,,-9.8
13104,858193,659545,Inactive,0,,,-4.4
13105,858194,659546,Inactive,2,,,4.1
13106,858195,659547,Inactive,1,,,1.7
13107,858196,659548,Inactive,1,,,2.6
13108,858197,659549,Inactive,2,,,5
13109,858198,1600478,Inactive,2,,,4.9
13110,858199,659551,Inactive,9,,,15.3
13111,858200,659552,Inactive,3,,,5.8
13112,858201,305880,Inactive,0,,,-1.8
13113,858202,5389136,Inactive,0,,,-3.3
13114,858203,408317,Inactive,3,,,5.3
13115,858204,659554,Inactive,1,,,3.3
13116,858205,659555,Inactive,1,,,3.1
13117,858206,5389137,Inactive,0,,,-0.3
13118,858207,659556,Inactive,3,,,6.2
13119,858208,659557,Inactive,1,,,1.9
13120,858209,5389138,Inactive,0,,,-1.6
13121,858210,659558,Inactive,0,,,-4.7
13122,858211,659559,Inactive,0,,,-3.6
13123,858212,5389139,Inactive,4,,,7.2
13124,858213,5389140,Inactive,0,,,-0.4
13125,858214,659562,Inactive,0,,,0.1
13126,858215,5389141,Inactive,0,,,-3.2
13127,858216,659563,Inactive,0,,,-21.1
13128,858217,659564,Inactive,5,,,10.1
13129,858218,659565,Inactive,0,,,-9.4
13130,858219,659566,Inactive,3,,,6.6
13131,858220,659567,Inactive,0,,,-1
13132,858221,1584863,Inactive,0,,,-4.4
13133,858222,659569,Inactive,2,,,4.3
13134,858223,659570,Inactive,0,,,-5.4
13135,858224,659571,Inactive,1,,,2
13136,858225,659572,Inactive,0,,,-13.6
13137,858226,1599396,Inactive,1,,,2.8
13138,858227,659574,Inactive,0,,,-1
13139,858228,605838,Inactive,3,,,6
13140,858229,659575,Inactive,0,,,-2.2
13141,858230,659576,Inactive,1,,,2.7
13142,858231,659577,Inactive,2,,,3.9
13143,858233,659578,Inactive,0,,,-1.7
13144,858234,5389142,Inactive,0,,,-3
13145,858235,659580,Inactive,5,,,8.8
13146,858236,6883833,Inactive,0,,,-1.2
13147,858237,120035,Inactive,2,,,3.7
13148,858238,659582,Inactive,3,,,5.4
13149,858239,659583,Inactive,0,,,-1.9
13150,858240,5389143,Inactive,0,,,-2.5
13151,858241,659584,Inactive,1,,,2.3
13152,858242,659585,Inactive,3,,,6.2
13153,858243,5389144,Inactive,5,,,9.9
13154,858244,659587,Inactive,7,,,12.1
13155,858245,659588,Inactive,1,,,1.8
13156,858246,659589,Inactive,1,,,2.4
13157,858247,659590,Inactive,0,,,0
13158,858248,659591,Inactive,4,,,7
13159,858249,659592,Inactive,1,,,2.7
13160,858250,659593,Inactive,0,,,-0.5
13161,858251,659594,Inactive,0,,,-16.6
13162,858252,659595,Inactive,0,,,-3.1
13163,858253,5389145,Inactive,0,,,-7.2
13164,858254,659596,Inactive,0,,,-5.4
13165,858255,659597,Inactive,2,,,4.6
13166,858256,65327,Inactive,0,,,-2.9
13167,858257,6603598,Inactive,4,,,7.1
13168,858258,6603106,Inactive,0,,,1
13169,858259,5389146,Inactive,0,,,-0.3
13170,858260,659602,Inactive,2,,,5
13171,858261,659603,Inactive,0,,,-3.5
13172,858262,659604,Inactive,2,,,4.5
13173,858263,659605,Inactive,2,,,3.4
13174,858264,659606,Inactive,0,,,-10.8
13175,858265,6400924,Inactive,9,,,15.4
13176,858266,659607,Inactive,3,,,6.7
13177,858267,659608,Inactive,4,,,7
13178,858268,659609,Inactive,4,,,7.6
13179,858269,5389147,Inactive,2,,,4.6
13180,858270,659610,Inactive,0,,,-1.8
13181,858271,659611,Inactive,3,,,6.2
13182,858272,5389148,Inactive,0,,,-2.2
13183,858273,659613,Inactive,1,,,2.4
13184,858274,659614,Inactive,4,,,7.4
13185,858275,659615,Inactive,2,,,3.4
13186,858276,5389149,Inactive,6,,,10.9
13187,858277,1539604,Inactive,0,,,1.4
13188,858278,659618,Inactive,0,,,1
13189,858279,659619,Inactive,4,,,8.1
13190,858281,5389150,Inactive,0,,,-8.7
13191,858282,659622,Inactive,0,,,1.1
13192,858283,659623,Inactive,5,,,8.7
13193,858284,5389151,Inactive,1,,,1.8
13194,858285,659625,Inactive,2,,,4.6
13195,858286,659626,Inactive,2,,,4.3
13196,858287,5389152,Inactive,0,,,-4.1
13197,858288,659627,Inactive,0,,,-18.3
13198,858289,659628,Inactive,3,,,6.3
13199,858290,5389153,Inactive,5,,,9.4
13200,858292,659630,Inactive,0,,,1.1
13201,858293,5389154,Inactive,3,,,6.3
13202,858294,659632,Inactive,0,,,-1.6
13203,858295,659633,Inactive,3,,,5.6
13204,858296,521506,Active,12,,,20.3
13205,858297,659634,Inactive,1,,,2.5
13206,858298,659635,Inactive,0,,,0.1
13207,858299,95006,Inactive,2,,,3.4
13208,858300,659636,Inactive,2,,,4.3
13209,858302,5389155,Inactive,0,,,-11.3
13210,858303,659639,Inactive,1,,,2.3
13211,858304,9568655,Inactive,0,,,-1
13212,858305,1907983,Inactive,0,,,-23.6
13213,858306,659642,Inactive,0,,,-0.3
13214,858307,659643,Inactive,1,,,2
13215,858308,659644,Inactive,0,,,-3.9
13216,858309,5883366,Inactive,0,,,0.9
13217,858310,659646,Inactive,0,,,-5.7
13218,858311,659647,Inactive,1,,,3.1
13219,858312,659648,Inactive,3,,,5.1
13220,858313,81406,Inactive,2,,,4.8
13221,858314,659649,Inactive,3,,,5.1
13222,858315,5389156,Inactive,0,,,-0.1
13223,858316,5389157,Inactive,0,,,0.8
13224,858317,659652,Inactive,0,,,-12.8
13225,858318,659653,Inactive,3,,,5.8
13226,858320,659655,Inactive,0,,,0.8
13227,858321,659656,Inactive,2,,,4.1
13228,858322,659657,Inactive,0,,,-0.5
13229,858323,659658,Inactive,1,,,3.2
13230,858324,659659,Inactive,5,,,10.1
13231,858325,659660,Inactive,1,,,2.2
13232,858326,659661,Inactive,5,,,8.8
13233,858327,659662,Inactive,0,,,0
13234,858328,659663,Inactive,1,,,2.1
13235,858329,5389158,Inactive,0,,,-3.1
13236,858330,564890,Inactive,3,,,5.3
13237,858331,5389159,Inactive,0,,,-5.4
13238,858332,5383,Inactive,0,,,-5.4
13239,858333,659665,Inactive,2,,,4.4
13240,858334,659666,Inactive,1,,,3.3
13241,858335,659667,Inactive,1,,,3.1
13242,858336,659668,Inactive,0,,,-2.6
13243,858337,659669,Inactive,0,,,-9
13244,858338,5389160,Inactive,0,,,-9.8
13245,858339,659671,Inactive,1,,,3.1
13246,858340,659672,Inactive,3,,,6.3
13247,858341,659673,Inactive,4,,,7.1
13248,858342,5389161,Inactive,0,,,-7.2
13249,858343,745469,Inactive,0,,,-3.7
13250,858344,5389162,Inactive,0,,,-3.4
13251,858345,659676,Inactive,0,,,-9.3
13252,858346,659677,Inactive,0,,,-10.4
13253,858347,5389163,Inactive,0,,,1.5
13254,858348,659678,Inactive,0,,,-9.3
13255,858349,659679,Inactive,0,,,-8.8
13256,858350,659680,Inactive,0,,,-8.3
13257,858351,5389164,Inactive,4,,,8
13258,858352,659682,Inactive,0,,,-0.1
13259,858353,555682,Inactive,6,,,11.2
13260,858354,659683,Inactive,0,,,-12.8
13261,858355,5389165,Inactive,3,,,6
13262,858356,659684,Inactive,0,,,-1.3
13263,858357,659685,Inactive,3,,,5.5
13264,858358,659686,Inactive,2,,,4.4
13265,858359,659687,Inactive,5,,,8.8
13266,858360,1601104,Inactive,3,,,5.1
13267,858361,659689,Active,12,,,21.6
13268,858362,5389166,Inactive,0,,,0.1
13269,858363,659691,Inactive,3,,,5.3
13270,858365,659693,Inactive,2,,,3.7
13271,858366,5389168,Inactive,0,,,-10.6
13272,858367,659695,Inactive,6,,,11.6
13273,858368,5389169,Inactive,3,,,5.8
13274,858369,659696,Inactive,0,,,-0.3
13275,858371,5858529,Inactive,8,,,14.2
13276,858372,674840,Inactive,0,,,-0.8
13277,858373,659699,Inactive,3,,,5.7
13278,858374,5389170,Inactive,4,,,7.2
13279,858375,659700,Inactive,0,,,-0.2
13280,858376,659701,Inactive,3,,,5.5
13281,858377,659702,Inactive,1,,,2.1
13282,858378,659703,Inactive,0,,,-1.1
13283,858379,5389171,Inactive,4,,,7.3
13284,858380,659705,Inactive,0,,,-0.4
13285,858381,5389172,Inactive,0,,,-9.5
13286,858382,659707,Inactive,2,,,4.7
13287,858383,659708,Inactive,0,,,-14.8
13288,858384,659709,Inactive,0,,,-8
13289,858385,5389173,Inactive,0,,,-3.4
13290,858386,6603569,Inactive,4,,,8
13291,858387,6603468,Inactive,0,,,-10.3
13292,858388,6603597,Inactive,0,,,-0.9
13293,858389,659717,Inactive,0,,,1.6
13294,858390,659718,Inactive,4,,,7.9
13295,858392,659720,Inactive,0,,,-0.9
13296,858393,659721,Inactive,3,,,5.2
13297,858394,659722,Inactive,0,,,0.9
13298,858395,659723,Inactive,4,,,7.1
13299,858396,659724,Inactive,3,,,5.2
13300,858397,93911,Inactive,1,,,2.8
13301,858398,5389174,Inactive,0,,,-1.2
13302,858399,659725,Inactive,3,,,5.8
13303,858400,5389175,Inactive,0,,,1.4
13304,858401,659727,Inactive,2,,,4.8
13305,858402,711382,Inactive,0,,,-3.5
13306,858403,659729,Inactive,6,,,10.6
13307,858404,659730,Inactive,1,,,2.8
13308,858405,659731,Inactive,1,,,1.7
13309,858406,659732,Inactive,1,,,2
13310,858408,659734,Inactive,4,,,8.3
13311,858409,659735,Inactive,0,,,-11
13312,858410,659736,Inactive,3,,,5.6
13313,858411,659737,Inactive,0,,,-1.9
13314,858412,16411580,Inactive,0,,,0.7
13315,858413,659739,Inactive,0,,,-5.8
13316,858414,659740,Inactive,0,,,0.7
13317,858415,659741,Inactive,0,,,-7.8
13318,858416,659742,Inactive,0,,,-1.6
13319,858417,459731,Active,11,,,19.2
13320,858418,5389177,Inactive,0,,,-9.7
13321,858419,659743,Inactive,4,,,8.4
13322,858420,659744,Inactive,5,,,10.1
13323,858421,659745,Inactive,2,,,3.6
13324,858422,53314893,Inactive,3,,,6
13325,858423,659747,Inactive,0,,,-3.6
13326,858424,5389179,Inactive,5,,,9.8
13327,858426,659749,Inactive,4,,,6.9
13328,858427,659750,Inactive,1,,,2.8
13329,858428,5389180,Inactive,0,,,1.1
13330,858429,5389181,Inactive,0,,,-7.8
13331,858430,659751,Inactive,0,,,-0.1
13332,858431,659752,Inactive,0,,,-1.6
13333,858432,659753,Inactive,0,,,-7.9
13334,858433,659754,Inactive,0,,,-7.3
13335,858434,659755,Inactive,2,,,3.8
13336,858436,659757,Inactive,3,,,6.5
13337,858437,1922403,Inactive,0,,,-7.8
13338,858438,659759,Inactive,2,,,4
13339,858439,659760,Inactive,1,,,2.3
13340,858440,5389182,Inactive,0,,,-10.5
13341,858441,659761,Inactive,0,,,-5
13342,858442,659762,Inactive,0,,,-13.9
13343,858443,659763,Inactive,5,,,9.7
13344,858444,6883538,Inactive,2,,,4.3
13345,858445,5389183,Inactive,0,,,-20
13346,858446,659766,Inactive,2,,,4.3
13347,858447,659767,Inactive,2,,,3.6
13348,858448,5389184,Inactive,0,,,-3.4
13349,858450,5389185,Inactive,4,,,7.9
13350,858451,659770,Inactive,5,,,9.2
13351,858452,659771,Inactive,1,,,1.7
13352,858453,659772,Inactive,1,,,3.3
13353,858454,659773,Inactive,3,,,6.2
13354,858455,5389186,Inactive,4,,,7.9
13355,858456,659774,Inactive,3,,,6.3
13356,858457,659775,Inactive,0,,,-3.8
13357,858459,659777,Inactive,0,,,-4.8
13358,858460,659778,Active,13,,,23.2
13359,858461,659779,Inactive,0,,,-3.4
13360,858462,5389188,Inactive,3,,,5.8
