PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Inhibition_Primary at 6 uM
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,%Inhibition in the primary screen at 6 micromolar test compound concentration; relative to Rhok2 in the presence of 13 micromolar Y-27632.
RESULT_UNIT,,,,,,,NONE
28803,4243075,3237846,Inactive,2,,,5
28804,4243076,3237847,Inactive,0,,,-5
28805,4243077,3237848,Inactive,3,,,6.5
28806,4243079,3237849,Inactive,0,,,0.9
28807,4243080,3237850,Inactive,0,,,-1.2
28808,4243081,3237851,Inactive,4,,,8.2
28809,4243082,3237852,Inactive,0,,,-1
28810,4243083,3237853,Inactive,4,,,8.2
28811,4243084,683998,Inactive,3,,,6.4
28812,4243085,3237854,Inactive,0,,,-0.8
28813,4243086,606400,Inactive,2,,,4.1
28814,4243089,5771337,Inactive,0,,,0.7
28815,4243090,3237857,Inactive,0,,,-0.9
28816,4243091,3237858,Inactive,2,,,3.4
28817,4243092,3237859,Inactive,4,,,7.9
28818,4243093,3237860,Inactive,3,,,5.7
28819,4243094,3237861,Inactive,2,,,5
28820,4243095,3237862,Inactive,3,,,5.7
28821,4243096,2155601,Inactive,3,,,5.2
28822,4243097,3237863,Inactive,3,,,5.2
28823,4243099,80634,Inactive,2,,,3.4
28824,4243101,3237866,Inactive,0,,,-1.5
28825,4243102,3237867,Inactive,0,,,-14.9
28826,4243103,3237868,Inactive,0,,,-2.8
28827,4243104,3237869,Inactive,3,,,5.8
28828,4243105,3237870,Inactive,2,,,3.8
28829,4243106,3237871,Inactive,3,,,6.6
28830,4243107,607074,Inactive,0,,,0.3
28831,4243109,3237873,Inactive,3,,,6.7
28832,4243110,3237874,Inactive,1,,,2.9
28833,4243111,3237875,Inactive,2,,,4.7
28834,4243112,3237876,Inactive,2,,,4.7
28835,4243113,3237877,Inactive,2,,,4.4
28836,4243114,3237878,Inactive,2,,,4.5
28837,4243115,3237879,Inactive,6,,,10.2
28838,4243116,3237880,Inactive,3,,,5.2
28839,4243117,3237881,Inactive,1,,,3
28840,4243118,1746595,Inactive,0,,,-0.3
28841,4243119,3237882,Inactive,2,,,4.7
28842,4243120,3237883,Inactive,2,,,4.3
28843,4243121,3237884,Inactive,3,,,6.7
28844,4243122,3237885,Inactive,2,,,3.8
28845,4243123,3237886,Inactive,0,,,-0.7
28846,4243125,3237888,Inactive,0,,,-3.1
28847,4243126,3237889,Inactive,0,,,-2.6
28848,4243127,3237890,Inactive,2,,,3.7
28849,4243128,3237891,Inactive,6,,,11.2
28850,4243129,3237892,Inactive,2,,,4.3
28851,4243130,3237893,Inactive,0,,,0.9
28852,4243131,1575611,Inactive,4,,,7.5
28853,4243132,3237894,Inactive,0,,,1.4
28854,4243133,3237895,Inactive,0,,,-1.8
28855,4243134,3237896,Inactive,1,,,3
28856,4243135,3237897,Inactive,0,,,0.1
28857,4243136,3237898,Inactive,3,,,6.3
28858,4243139,676133,Inactive,0,,,0.6
28859,4243140,3237901,Inactive,0,,,-2.5
28860,4243141,754606,Inactive,0,,,-3.7
28861,4243142,3237903,Inactive,2,,,3.9
28862,4243143,3237904,Inactive,5,,,9
28863,4243144,3237905,Inactive,3,,,5.3
28864,4243146,3237907,Inactive,0,,,-1
28865,4243147,3237908,Inactive,0,,,1.3
28866,4243149,3237910,Inactive,3,,,5.6
28867,4243150,3237911,Inactive,4,,,7.6
28868,4243151,3237912,Inactive,4,,,7.8
28869,4243152,3237913,Inactive,0,,,-0.8
28870,4243154,3237915,Inactive,1,,,2.5
28871,4243155,1561922,Inactive,2,,,3.4
28872,4243157,2158923,Inactive,1,,,2.7
28873,4243159,3237918,Inactive,0,,,-0.6
28874,4243160,3237919,Inactive,1,,,3.1
28875,4243162,3237920,Inactive,0,,,1.6
28876,4243163,3237921,Inactive,1,,,2.8
28877,4243165,3237923,Inactive,0,,,1.2
28878,4243166,866866,Inactive,0,,,-7.3
28879,4243167,3237924,Inactive,0,,,1.4
28880,4243168,3237926,Inactive,2,,,4.2
28881,4243170,3237928,Inactive,4,,,6.8
28882,4243171,3237929,Inactive,0,,,0.9
28883,4243172,3237930,Inactive,2,,,4.5
28884,4243174,3237932,Inactive,3,,,5.6
28885,4243175,3237933,Inactive,0,,,-0.6
28886,4243176,2051224,Inactive,0,,,-0.3
28887,4243178,3237934,Inactive,0,,,-1.7
28888,4243179,3237935,Inactive,3,,,5.9
28889,4243180,3237936,Inactive,0,,,-0.7
28890,4243181,3237937,Inactive,0,,,0.6
28891,4243182,3237938,Inactive,3,,,5.7
28892,4243183,3237939,Inactive,0,,,-4.3
28893,4243184,116583,Inactive,3,,,5.2
28894,4243185,3237940,Inactive,0,,,-0.4
28895,4243187,3237943,Inactive,2,,,3.8
28896,4243188,3237944,Inactive,3,,,6
28897,4243189,3237945,Inactive,6,,,10.2
28898,4243191,3237947,Inactive,0,,,0.3
28899,4243192,699167,Inactive,3,,,6.5
28900,4243193,3237948,Inactive,2,,,3.7
28901,4243194,3237949,Inactive,5,,,9.5
28902,4243195,6602934,Inactive,0,,,-2.1
28903,4243196,3237951,Inactive,0,,,-3.2
28904,4243197,2059313,Inactive,0,,,-0.2
28905,4243198,3237952,Inactive,1,,,1.9
28906,4243199,3237953,Inactive,0,,,-3.2
28907,4243200,3237954,Inactive,0,,,-0.5
28908,4243201,3237955,Inactive,0,,,-7.8
28909,4243202,3067696,Inactive,1,,,3.2
28910,4243203,3237956,Inactive,4,,,8
28911,4243204,3237957,Inactive,1,,,2.4
28912,4243205,3237958,Inactive,0,,,-2.1
28913,4243208,714521,Inactive,2,,,3.5
28914,4243209,3237961,Inactive,3,,,5.5
28915,4243210,589347,Inactive,2,,,4.2
28916,4243211,3237962,Inactive,0,,,0.2
28917,4243212,3237963,Inactive,2,,,4.3
28918,4243213,3237964,Inactive,1,,,3.1
28919,4243214,6602926,Inactive,1,,,2.3
28920,4243215,3237967,Inactive,1,,,2.5
28921,4243216,3237968,Inactive,0,,,-1.1
28922,4243217,3237969,Inactive,2,,,4.7
28923,4243218,3237970,Inactive,0,,,-0.7
28924,4243219,3237971,Inactive,0,,,-0.2
28925,4243221,3237972,Inactive,0,,,0.3
28926,4243222,3237973,Inactive,2,,,4.5
28927,4243223,3237974,Inactive,0,,,0
28928,4243224,3237975,Inactive,1,,,1.8
28929,4243225,3237976,Inactive,0,,,-1.4
28930,4243226,3237977,Inactive,0,,,0.9
28931,4243227,3237978,Inactive,2,,,4
28932,4243229,3237980,Inactive,0,,,-0.6
28933,4243231,3237982,Inactive,4,,,7.1
28934,4243232,1589752,Inactive,0,,,-1.2
28935,4243234,5711948,Inactive,0,,,0.8
28936,4243235,2155852,Inactive,0,,,-1.3
28937,4243236,9556945,Inactive,0,,,-5.2
28938,4243238,3237985,Inactive,2,,,4.3
28939,4243239,3237986,Inactive,0,,,-1.6
28940,4243240,3237987,Inactive,0,,,0.4
28941,4243241,3237988,Inactive,3,,,5.3
28942,4243242,3237989,Inactive,1,,,3.1
28943,4243243,3237990,Inactive,2,,,4.8
28944,4243244,6602919,Inactive,0,,,-2.8
28945,4243245,707714,Inactive,3,,,6.5
28946,4243246,3237993,Inactive,0,,,1
28947,4243247,3237994,Inactive,0,,,1.6
28948,4243248,3237995,Inactive,1,,,2.5
28949,4243249,626312,Inactive,3,,,6.7
28950,4243251,1516852,Inactive,0,,,-23.3
28951,4243252,3237997,Inactive,2,,,4.7
28952,4243253,3237998,Inactive,0,,,1.1
28953,4243254,3237999,Inactive,0,,,-1.6
28954,4243258,3238003,Inactive,0,,,-2.8
28955,4243259,3238004,Inactive,0,,,1.4
28956,4243260,3238005,Inactive,2,,,4.9
28957,4243261,3238006,Inactive,0,,,0.9
28958,4243262,3238007,Inactive,5,,,9.1
28959,4243263,3238008,Inactive,4,,,7.9
28960,4243265,3238010,Inactive,4,,,7.6
28961,4243266,3238011,Inactive,1,,,2
28962,4243267,3238012,Inactive,0,,,-5.4
28963,4243268,3238013,Inactive,4,,,7.3
28964,4243269,301541,Inactive,3,,,6.7
28965,4243270,3238014,Inactive,0,,,-4.3
28966,4243271,3238015,Inactive,0,,,-3.7
28967,4243272,3238016,Inactive,0,,,-1.7
28968,4243273,1179153,Inactive,2,,,4
28969,4243274,3238017,Inactive,1,,,3.2
28970,4243275,3238018,Inactive,0,,,-2.8
28971,4243276,3238019,Inactive,1,,,2
28972,4243278,3238021,Inactive,1,,,3
28973,4243279,3238022,Inactive,3,,,6
28974,4243280,3238023,Inactive,3,,,5.3
28975,4243282,3238025,Inactive,1,,,3
28976,4243283,2143437,Inactive,4,,,7.1
28977,4243285,3238028,Inactive,4,,,6.8
28978,4243286,3238029,Inactive,0,,,-2.6
28979,4243287,3238030,Inactive,3,,,6.3
28980,4243288,3238031,Inactive,0,,,-1.7
28981,4243289,3238032,Inactive,3,,,6
28982,4243290,3238033,Inactive,3,,,5.2
28983,4243291,3238034,Inactive,0,,,-1.1
28984,4243293,3238036,Inactive,1,,,3.3
28985,4243295,3238038,Inactive,10,,,17.7
28986,4243296,3238039,Inactive,0,,,-1.2
28987,4243298,842004,Inactive,2,,,4.8
28988,4243299,3238041,Inactive,0,,,-0.1
28989,4243300,5771339,Inactive,3,,,5.1
28990,4243301,3238043,Inactive,0,,,-1.4
28991,4243302,3238044,Inactive,2,,,4.1
28992,4243303,3238045,Inactive,1,,,2.3
28993,4243304,3238046,Inactive,1,,,2.2
28994,4243305,1267511,Inactive,1,,,3.3
28995,4243306,3238047,Inactive,0,,,1.3
28996,4243308,3238049,Inactive,0,,,0.6
28997,4243309,767757,Inactive,0,,,-0.6
28998,4243310,3238050,Inactive,1,,,2.4
28999,4243312,571251,Inactive,1,,,1.7
29000,4243313,5417210,Inactive,5,,,9.7
29001,4243315,3238053,Inactive,3,,,6.6
29002,4243316,3238054,Inactive,4,,,7.2
29003,4243317,3155626,Inactive,2,,,3.7
29004,4243318,3238055,Inactive,0,,,-3.2
29005,4243319,3238056,Inactive,0,,,-1.5
29006,4243320,3238057,Inactive,3,,,6.3
29007,4243322,3238059,Inactive,1,,,2.3
29008,4243323,3238060,Inactive,2,,,3.5
29009,4243324,3238061,Inactive,3,,,5.8
29010,4243325,1521357,Inactive,0,,,-3.6
29011,4243326,3238062,Inactive,1,,,2.9
29012,4243327,5771340,Inactive,2,,,3.4
29013,4243328,3238064,Inactive,0,,,0.6
29014,4243329,6603533,Inactive,0,,,-0.3
29015,4243330,3238066,Inactive,0,,,-1.2
29016,4243331,2050900,Inactive,0,,,0.9
29017,4243332,1207917,Inactive,2,,,5
29018,4243335,3238069,Inactive,3,,,6.4
29019,4243336,3238070,Inactive,3,,,5.5
29020,4243337,3238071,Inactive,2,,,3.8
29021,4243338,3238072,Inactive,0,,,-0.8
29022,4243341,3238075,Inactive,0,,,-3.8
29023,4243342,3238076,Inactive,4,,,7.3
29024,4243343,6602944,Inactive,1,,,2.7
29025,4243344,3238079,Inactive,0,,,1.4
29026,4243347,3238082,Inactive,2,,,3.8
29027,4243348,3238083,Inactive,2,,,4.5
29028,4243349,3238084,Inactive,2,,,4.2
29029,4243350,3238085,Inactive,2,,,4.3
29030,4243351,5771341,Inactive,3,,,6.4
29031,4243352,3238087,Inactive,0,,,0.6
29032,4243353,3238088,Inactive,0,,,-2.7
29033,4243355,3238090,Inactive,3,,,6.2
29034,4243356,2049501,Inactive,3,,,5.3
29035,4243357,3238091,Inactive,1,,,2.6
29036,4243358,3238092,Inactive,0,,,-1
29037,4243360,3238094,Inactive,2,,,4.9
29038,4243361,3238095,Inactive,2,,,3.7
29039,4243362,3238096,Inactive,0,,,-0.5
29040,4243364,3238098,Inactive,3,,,6.2
29041,4243365,3238099,Inactive,0,,,0.5
29042,4243366,698967,Inactive,1,,,2.1
29043,4243367,3238100,Inactive,2,,,4.8
29044,4243368,1205147,Inactive,0,,,-2.2
29045,4243369,3238101,Inactive,2,,,3.7
29046,4243371,3238102,Inactive,2,,,4.3
29047,4243372,3238104,Inactive,0,,,-0.3
29048,4243373,3238105,Inactive,3,,,5.9
29049,4243374,2056429,Inactive,4,,,7.6
29050,4243375,3238106,Inactive,3,,,6.4
29051,4243376,3238107,Inactive,0,,,-2.2
29052,4243377,3238108,Inactive,3,,,6.5
29053,4243379,3238110,Inactive,2,,,4.6
29054,4243380,3238111,Inactive,0,,,-9.3
29055,4243381,3238112,Inactive,2,,,4
29056,4243382,3238113,Inactive,4,,,7.1
29057,4243383,3238114,Inactive,3,,,5.1
29058,4243385,3238115,Inactive,4,,,8.1
29059,4243386,1260301,Inactive,0,,,0.5
29060,4243387,3238116,Inactive,0,,,0.9
29061,4243388,3238117,Inactive,0,,,1.1
29062,4243390,3238119,Inactive,1,,,3
29063,4243391,3238120,Inactive,2,,,5
29064,4243392,3238121,Inactive,0,,,0.8
29065,4243393,3238122,Inactive,1,,,3.2
29066,4243394,3238123,Inactive,0,,,-2.3
29067,4243397,672062,Inactive,0,,,1.3
29068,4243399,3238127,Inactive,3,,,5.3
29069,4243400,3238128,Inactive,2,,,3.7
29070,4243401,3238129,Inactive,0,,,-3.6
29071,4243402,5771342,Inactive,3,,,6.6
29072,4243404,3238132,Inactive,1,,,2.3
29073,4243405,3238133,Inactive,2,,,4.1
29074,4243406,3238134,Inactive,3,,,6.2
29075,4243407,3238135,Inactive,0,,,0.1
29076,4243408,3238136,Inactive,1,,,2.5
29077,4243409,3238137,Inactive,0,,,0.3
29078,4243410,5711742,Inactive,4,,,7.6
29079,4243411,3238138,Inactive,2,,,4.4
29080,4243412,2160470,Inactive,0,,,-0.5
29081,4243413,866852,Inactive,2,,,4.8
29082,4243414,3238139,Inactive,0,,,-1.5
29083,4243415,3238140,Inactive,1,,,3
29084,4243416,3238141,Inactive,1,,,2.8
29085,4243417,3238142,Inactive,0,,,-1.9
29086,4243418,3238143,Inactive,3,,,6.5
29087,4243419,3238145,Inactive,3,,,5.9
29088,4243420,3238146,Active,76,,,128.6
29089,4243421,3238147,Inactive,0,,,-13
29090,4243422,3238148,Inactive,2,,,4
29091,4243424,3238150,Inactive,4,,,8.3
29092,4243426,3238152,Inactive,2,,,5
29093,4243428,3238154,Inactive,2,,,4.8
29094,4243429,3238155,Inactive,3,,,5.9
29095,4243430,1272528,Inactive,6,,,10.2
29096,4243431,3238156,Inactive,0,,,-0.3
29097,4243432,3238157,Inactive,3,,,6.5
29098,4243434,3238159,Inactive,2,,,4.7
29099,4243435,1263575,Inactive,10,,,17.8
29100,4243436,3238160,Inactive,0,,,0.7
29101,4243437,3238161,Inactive,0,,,0.2
29102,4243438,3238162,Inactive,2,,,3.5
29103,4243439,3238163,Inactive,4,,,7.1
29104,4243440,3238164,Inactive,0,,,1
29105,4243441,3238165,Inactive,0,,,1.5
29106,4243442,684904,Inactive,0,,,-6.5
29107,4243443,6859930,Inactive,0,,,1.5
29108,4243444,3238166,Inactive,3,,,6.4
29109,4243445,3238167,Inactive,2,,,3.8
29110,4243446,3238168,Inactive,2,,,4.2
29111,4243447,3238169,Inactive,2,,,4
29112,4243448,3238170,Inactive,0,,,-1
29113,4243450,2897943,Inactive,3,,,5.7
29114,4243453,3238174,Inactive,2,,,3.8
29115,4243455,5771343,Inactive,5,,,8.9
29116,4243460,605807,Inactive,0,,,0
29117,4243461,3238180,Inactive,4,,,7.1
29118,4243462,3238181,Inactive,0,,,-1.8
29119,4243463,3238182,Inactive,0,,,1.6
29120,4243464,3238183,Inactive,1,,,1.8
29121,4243466,3238185,Inactive,2,,,3.4
29122,4243468,3238187,Inactive,0,,,0.2
29123,4243469,3238188,Inactive,2,,,4.7
29124,4243470,3238189,Inactive,4,,,7.3
29125,4243471,99881,Inactive,1,,,2.3
29126,4243472,3238190,Inactive,2,,,4.6
29127,4243473,3238191,Inactive,5,,,9.1
29128,4243474,3238192,Inactive,0,,,-1.7
29129,4243475,3238193,Inactive,0,,,-1.4
29130,4243476,1272394,Inactive,0,,,0.4
29131,4243477,2933192,Inactive,2,,,4.3
29132,4243479,3238194,Inactive,4,,,7.5
29133,4243480,3238195,Inactive,0,,,0.1
29134,4243481,197774,Inactive,8,,,15.2
29135,4243482,3238197,Inactive,2,,,4.3
29136,4243483,3238198,Inactive,4,,,7.2
29137,4243484,3238199,Inactive,0,,,-3.6
29138,4243485,3238200,Inactive,0,,,1.2
29139,4243487,3238202,Inactive,2,,,4.7
29140,4243489,3238204,Inactive,4,,,8
29141,4243490,3238205,Inactive,0,,,-3.1
29142,4243491,3238206,Inactive,0,,,-1.3
29143,4243492,5771344,Inactive,3,,,5.4
29144,4243493,671455,Inactive,0,,,-3.7
29145,4243494,3238208,Inactive,4,,,6.9
29146,4243495,3238209,Inactive,2,,,4.3
29147,4243496,3238210,Inactive,2,,,3.9
29148,4243497,3238211,Inactive,1,,,3.3
29149,4243498,3238212,Inactive,0,,,1.4
29150,4243500,712224,Inactive,4,,,7.5
29151,4243501,631101,Inactive,0,,,0.3
29152,4243502,3238214,Inactive,2,,,4.2
29153,4243503,3238215,Inactive,3,,,6.3
29154,4243504,3238216,Inactive,0,,,1.2
29155,4243505,3238217,Inactive,1,,,2.4
29156,4243507,3238219,Inactive,5,,,10
29157,4243508,3238220,Inactive,2,,,3.8
29158,4243509,728881,Inactive,1,,,2.9
29159,4243510,3238221,Inactive,0,,,-0.3
29160,4243511,3238222,Inactive,2,,,4.8
29161,4243512,76443,Inactive,2,,,3.8
29162,4243513,3238223,Inactive,6,,,10.4
29163,4243514,3238224,Inactive,1,,,2.3
29164,4243515,3238225,Inactive,2,,,4
29165,4243516,3238226,Inactive,1,,,2.4
29166,4243517,3238227,Inactive,3,,,5.2
29167,4243518,3238228,Inactive,0,,,1
29168,4243519,3238229,Inactive,2,,,4.6
29169,4243520,3238230,Inactive,2,,,4.5
29170,4243521,3238231,Inactive,0,,,-1.3
29171,4243523,3238233,Inactive,0,,,-1.8
29172,4243524,3238234,Inactive,5,,,8.6
29173,4243525,3238235,Inactive,2,,,4.6
29174,4243527,3238237,Inactive,3,,,5.2
29175,4243528,3238238,Inactive,4,,,7.4
29176,4243530,525,Inactive,0,,,-3.2
29177,4243531,3238240,Inactive,0,,,1.2
29178,4243532,3238241,Inactive,0,,,-4
29179,4243533,3238242,Inactive,2,,,4.1
29180,4243534,3238243,Inactive,0,,,1.6
29181,4243536,3238245,Inactive,3,,,5.8
29182,4243537,3238246,Inactive,4,,,7.3
29183,4243538,3238247,Inactive,1,,,2.4
29184,4243539,3238248,Inactive,6,,,11.3
29185,4243540,3238249,Inactive,2,,,3.9
29186,4243541,3238250,Inactive,0,,,1.4
29187,4243542,3238251,Inactive,4,,,8.1
29188,4243544,709972,Inactive,2,,,4.8
29189,4243546,3238254,Inactive,0,,,-2
29190,4243547,3238255,Inactive,1,,,2.8
29191,4243548,1203009,Inactive,3,,,6
29192,4243550,2847991,Inactive,3,,,5.6
29193,4243551,3238257,Inactive,1,,,2.9
29194,4243552,675230,Inactive,1,,,1.7
29195,4243554,5585089,Inactive,0,,,-3.2
29196,4243555,5771345,Inactive,0,,,-2.3
29197,4243556,3238260,Inactive,4,,,8
29198,4243557,3238261,Inactive,0,,,-1
29199,4243558,3238262,Inactive,1,,,2.5
29200,4243560,3238264,Inactive,2,,,3.8
29201,4243561,3238265,Inactive,0,,,-2.5
29202,4243562,757779,Inactive,3,,,5.1
29203,4243563,3238266,Inactive,3,,,5.4
29204,4243564,3238267,Inactive,2,,,4.4
29205,4243565,3238268,Inactive,1,,,2.7
29206,4243566,3238269,Inactive,3,,,5.4
29207,4243568,3238271,Inactive,3,,,5.7
29208,4243569,3238272,Inactive,3,,,6.6
29209,4243571,3238274,Inactive,0,,,-2.1
29210,4243574,3238277,Inactive,3,,,5.5
29211,4243575,3238278,Inactive,2,,,4.7
29212,4243576,3238279,Inactive,0,,,-11.2
29213,4243577,3238280,Inactive,0,,,-3.2
29214,4243579,3238282,Inactive,0,,,-0.2
29215,4243580,3238283,Inactive,0,,,0.5
29216,4243581,3238284,Inactive,3,,,6.5
29217,4243582,3238285,Inactive,0,,,-0.2
29218,4243583,5771347,Inactive,2,,,4.8
29219,4243584,3238287,Inactive,4,,,7.9
29220,4243585,54687615,Inactive,3,,,5.5
29221,4243586,3238288,Inactive,2,,,3.7
29222,4243587,3238289,Inactive,0,,,-0.1
29223,4243588,3238290,Inactive,0,,,0.9
29224,4243589,3238291,Inactive,0,,,-2.9
29225,4243590,3238292,Inactive,0,,,1.2
29226,4243591,2153078,Inactive,0,,,-5.2
29227,4243592,3238293,Inactive,0,,,1
29228,4243593,3238294,Inactive,3,,,6
29229,4243594,3238295,Inactive,5,,,9.8
29230,4243595,3238296,Inactive,0,,,0.4
29231,4243596,3238297,Inactive,3,,,6.2
29232,4243597,3238298,Inactive,2,,,3.6
29233,4243599,757007,Inactive,0,,,-0.9
29234,4243600,3238300,Inactive,0,,,-3.5
29235,4243601,9555274,Inactive,3,,,6.7
29236,4243602,3238302,Inactive,0,,,0
29237,4243604,3238304,Inactive,1,,,2.3
29238,4243605,3238305,Inactive,1,,,2
29239,4243606,3238306,Inactive,1,,,3.2
29240,4243607,3238307,Inactive,2,,,4.7
29241,4243609,3238308,Inactive,0,,,-1.6
29242,4243610,3238309,Inactive,3,,,5.7
29243,4243611,3238310,Inactive,2,,,4.7
29244,4243612,3238311,Inactive,4,,,8.3
29245,4243614,3238313,Inactive,3,,,5.7
29246,4243615,1938468,Inactive,2,,,4.2
29247,4243616,3238314,Inactive,0,,,-5.1
29248,4243617,3238315,Inactive,0,,,-5.2
29249,4243619,3238316,Inactive,3,,,6
29250,4243621,767665,Inactive,1,,,2.9
29251,4243623,3238318,Inactive,1,,,1.9
29252,4243624,3238319,Inactive,0,,,1.5
29253,4243625,3238320,Inactive,1,,,3.2
29254,4243626,2153215,Inactive,0,,,-1.3
29255,4243627,3238321,Inactive,2,,,5
29256,4243628,3238322,Inactive,1,,,1.7
29257,4243629,3238323,Inactive,0,,,-9.9
29258,4243630,3238324,Inactive,0,,,-0.7
29259,4243631,3238325,Inactive,3,,,5.4
29260,4243633,5771348,Inactive,2,,,4.2
29261,4243634,3238328,Inactive,2,,,3.8
29262,4243636,3238330,Inactive,1,,,1.8
29263,4243637,3238331,Inactive,0,,,-4
29264,4243638,3238332,Inactive,0,,,-3.4
29265,4243639,3238333,Inactive,3,,,5.7
29266,4243640,3238334,Inactive,3,,,5.1
29267,4243641,3238335,Inactive,0,,,1.1
29268,4243643,3238337,Inactive,0,,,-0.8
29269,4243645,1765449,Inactive,0,,,0
29270,4243647,3238340,Inactive,1,,,2.6
29271,4243648,2160268,Inactive,2,,,4.8
29272,4243649,3238341,Inactive,0,,,-9.2
29273,4243650,3238342,Inactive,3,,,5.2
29274,4243651,3238343,Inactive,0,,,-2.4
29275,4243654,3238346,Inactive,3,,,5.8
29276,4243655,3238347,Inactive,0,,,-3.3
29277,4243657,3238349,Inactive,2,,,4.8
29278,4243658,3238350,Inactive,0,,,-2.5
29279,4243659,3238351,Inactive,3,,,6.3
29280,4243660,3238352,Inactive,0,,,-3.3
29281,4243662,3238354,Inactive,1,,,1.8
29282,4243663,3238355,Inactive,0,,,1.5
29283,4243664,3238356,Inactive,3,,,6
29284,4243665,565311,Inactive,0,,,-1.4
29285,4243666,3238357,Inactive,4,,,7.9
29286,4243667,3238358,Inactive,2,,,4.8
29287,4243668,3238359,Inactive,0,,,-5.4
29288,4243669,3238360,Inactive,3,,,5.3
29289,4243670,3238361,Inactive,3,,,6.5
29290,4243672,6602851,Inactive,1,,,1.9
29291,4243673,2159398,Inactive,1,,,2.4
29292,4243674,3238365,Inactive,0,,,-1.8
29293,4243676,3238367,Inactive,1,,,2.1
29294,4243677,3238368,Inactive,1,,,3.1
29295,4243679,3238370,Inactive,4,,,8
29296,4243680,5771349,Inactive,0,,,0.4
29297,4243681,3238372,Inactive,2,,,4.2
29298,4243682,6602878,Inactive,2,,,4.7
29299,4243684,559616,Inactive,0,,,-0.6
29300,4243685,3238376,Inactive,0,,,0.1
29301,4243687,3238378,Inactive,2,,,5
29302,4243689,3238379,Inactive,0,,,-5
29303,4243690,3238380,Inactive,0,,,-0.1
29304,4243691,3238381,Inactive,3,,,5.3
29305,4243692,3238382,Inactive,0,,,-0.3
29306,4243693,3238383,Inactive,0,,,-4
29307,4243694,3238384,Inactive,1,,,3.2
29308,4243695,3238385,Inactive,0,,,-1.3
29309,4243696,3238386,Inactive,0,,,-4.2
29310,4243699,3238389,Inactive,3,,,6.7
29311,4243700,5771350,Inactive,3,,,5.4
29312,4243701,754587,Inactive,0,,,-2
29313,4243702,3238392,Inactive,0,,,-4.1
29314,4243704,3238394,Inactive,0,,,-1.5
29315,4243705,3238395,Inactive,2,,,4.4
29316,4243706,1169201,Inactive,3,,,5.5
29317,4243707,3238396,Inactive,0,,,1.3
29318,4243711,3238400,Inactive,5,,,9
29319,4243712,3238401,Inactive,4,,,7.2
29320,4243714,3238402,Inactive,0,,,0.5
29321,4243716,3238404,Inactive,0,,,-3.7
29322,4243717,6602848,Inactive,2,,,3.5
29323,4243718,3238407,Inactive,2,,,4.5
29324,4243719,3238408,Inactive,2,,,3.6
29325,4243720,2915167,Inactive,4,,,8
29326,4243722,3238410,Inactive,0,,,-3.6
29327,4243723,3238411,Inactive,3,,,6.3
29328,4243724,3238412,Inactive,0,,,-7.9
29329,4243725,3238413,Inactive,0,,,-1.2
29330,4243726,628238,Inactive,0,,,1.5
29331,4243727,3238414,Inactive,0,,,-3.3
29332,4243728,5771351,Inactive,4,,,6.9
29333,4243729,3238416,Inactive,0,,,-1.3
29334,4243730,3238417,Inactive,2,,,4
29335,4243731,3238418,Inactive,2,,,4
29336,4243732,3238419,Inactive,1,,,2.9
29337,4243733,2865019,Inactive,1,,,2.9
29338,4243734,3238420,Inactive,0,,,0.1
29339,4243735,3238421,Inactive,4,,,7.2
29340,4243736,3238422,Inactive,2,,,4
29341,4243738,3238424,Inactive,1,,,2.1
29342,4243739,3238425,Inactive,1,,,2.3
29343,4243741,3238427,Inactive,0,,,-3.1
29344,4243742,3238428,Inactive,0,,,-6.3
29345,4243744,3238430,Inactive,0,,,0.8
29346,4243745,2159408,Inactive,0,,,-1.1
29347,4243746,3238431,Inactive,2,,,3.9
29348,4243747,3238432,Inactive,1,,,2.8
29349,4243748,3238433,Inactive,0,,,-2.9
29350,4243749,3238434,Inactive,1,,,2.5
29351,4243750,3238435,Inactive,5,,,9.6
29352,4243751,2997085,Inactive,0,,,0.1
29353,4243752,3238436,Inactive,4,,,7.3
29354,4243754,3162354,Inactive,0,,,-0.6
29355,4243755,3238437,Inactive,0,,,0.1
29356,4243756,3238438,Inactive,4,,,7.2
29357,4243757,3238439,Inactive,0,,,-1.7
29358,4243758,3238440,Inactive,2,,,3.6
29359,4243759,3238441,Inactive,4,,,8.1
29360,4243760,3238442,Inactive,1,,,1.7
29361,4243761,5771352,Inactive,0,,,1.4
29362,4243764,3238446,Inactive,2,,,4.7
29363,4243767,3238449,Inactive,4,,,7
29364,4243768,3238450,Inactive,3,,,6.6
29365,4243769,5771353,Inactive,0,,,-4.8
29366,4243770,3238452,Inactive,1,,,2.5
29367,4243772,3238453,Inactive,2,,,3.8
29368,4243773,3238454,Inactive,3,,,5.3
29369,4243774,3238455,Inactive,4,,,6.9
29370,4243775,3238456,Inactive,1,,,2.4
29371,4243776,3238457,Inactive,2,,,3.7
29372,4243777,1265007,Inactive,2,,,3.6
29373,4243778,3238458,Inactive,0,,,-1.6
29374,4243780,3238460,Inactive,0,,,-4
29375,4243781,3238462,Inactive,1,,,2.9
